chromosome,gene_id,transcript_id,gene_name,strand
chr19,ENSG00000161888.12,ENST00000592540.6,SPC24,-
chr19,ENSG00000197256.11,ENST00000586659.6,KANK2,-
chr19,ENSG00000130158.14,ENST00000294618.12,DOCK6,-
chr19,ENSG00000130173.14,ENST00000252453.12,ANGPTL8,+
chr19,ENSG00000130167.14,ENST00000590327.6,TSPAN16,+
chr19,ENSG00000105514.8,ENST00000222120.8,RAB3D,-
chr19,ENSG00000105518.14,ENST00000354882.10,TMEM205,-
chr19,ENSG00000183401.12,ENST00000458408.6,CCDC159,+
chr19,ENSG00000105520.11,ENST00000688289.1,PLPPR2,+
chr19,ENSG00000173928.4,ENST00000674460.1,SWSAP1,+
chr19,ENSG00000187266.14,ENST00000222139.11,EPOR,-
chr19,ENSG00000205517.13,ENST00000380456.8,RGL3,-
chr19,ENSG00000198003.12,ENST00000356392.9,ODAD3,-
chr19,ENSG00000130175.10,ENST00000677123.1,PRKCSH,+
chr19,ENSG00000196361.10,ENST00000359227.8,ELAVL3,-
chr19,ENSG00000161914.10,ENST00000293771.10,ZNF653,-
chr19,ENSG00000130159.15,ENST00000270517.12,ECSIT,-
chr19,ENSG00000130176.8,ENST00000252456.7,CNN1,+
chr19,ENSG00000130165.11,ENST00000252445.8,ELOF1,-
chr19,ENSG00000102575.14,ENST00000648477.1,ACP5,-
chr19,ENSG00000198551.10,ENST00000361113.10,ZNF627,+
chr19,ENSG00000197933.13,ENST00000341191.11,ZNF823,-
chr19,ENSG00000197044.11,ENST00000357901.5,ZNF441,+
chr19,ENSG00000177599.13,ENST00000323169.10,ZNF491,+
chr19,ENSG00000171295.13,ENST00000304060.10,ZNF440,+
chr19,ENSG00000171291.9,ENST00000682736.1,ZNF439,+
chr19,ENSG00000198429.10,ENST00000429654.7,ZNF69,+
chr19,ENSG00000196757.8,ENST00000254321.10,ZNF700,+
chr19,ENSG00000197054.12,ENST00000358987.8,ZNF763,+
chr19,ENSG00000197647.13,ENST00000550507.7,ZNF433,-
chr19,ENSG00000257446.4,ENST00000547628.2,ZNF878,-
chr19,ENSG00000223547.10,ENST00000439326.8,ZNF844,+
chr19,ENSG00000132010.16,ENST00000334213.10,ZNF20,-
chr19,ENSG00000257591.6,ENST00000439556.3,ZNF625,-
chr19,ENSG00000196646.12,ENST00000343979.6,ZNF136,+
chr19,ENSG00000197857.16,ENST00000355684.6,ZNF44,-
chr19,ENSG00000188868.14,ENST00000293725.10,ZNF563,-
chr19,ENSG00000198342.10,ENST00000242804.9,ZNF442,-
chr19,ENSG00000196466.10,ENST00000430385.3,ZNF799,-
chr19,ENSG00000180855.16,ENST00000301547.10,ZNF443,-
chr19,ENSG00000242852.7,ENST00000397732.8,ZNF709,-
chr19,ENSG00000249709.8,ENST00000339282.12,ZNF564,-
chr19,ENSG00000188033.10,ENST00000311437.11,ZNF490,-
chr19,ENSG00000173875.14,ENST00000343325.9,ZNF791,+
chr19,ENSG00000104774.14,ENST00000456935.7,MAN2B1,-
chr19,ENSG00000105583.11,ENST00000596731.7,WDR83OS,-
chr19,ENSG00000123154.12,ENST00000418543.8,WDR83,+
chr19,ENSG00000095059.17,ENST00000210060.12,DHPS,-
chr19,ENSG00000283980.1,ENST00000640151.1,GNG14,+
chr19,ENSG00000132004.13,ENST00000393261.8,FBXW9,-
chr19,ENSG00000105576.16,ENST00000425528.6,TNPO2,-
chr19,ENSG00000123144.11,ENST00000242784.5,TRIR,-
chr19,ENSG00000198356.12,ENST00000357332.8,GET3,+
chr19,ENSG00000039987.7,ENST00000553030.6,BEST2,+
chr19,ENSG00000095066.12,ENST00000397668.8,HOOK2,-
chr19,ENSG00000171223.6,ENST00000302754.6,JUNB,+
chr19,ENSG00000167815.12,ENST00000301522.3,PRDX2,-
chr19,ENSG00000284491.3,ENST00000639810.3,THSD8,+
chr19,ENSG00000104889.7,ENST00000221486.6,RNASEH2A,+
chr19,ENSG00000132026.15,ENST00000674343.2,RTBDN,-
chr19,ENSG00000105613.10,ENST00000251472.9,MAST1,+
chr19,ENSG00000105612.10,ENST00000222219.8,DNASE2,-
chr19,ENSG00000105610.6,ENST00000264834.6,KLF1,-
chr19,ENSG00000105607.14,ENST00000222214.10,GCDH,+
chr19,ENSG00000161860.8,ENST00000293695.8,SYCE2,-
chr19,ENSG00000179115.11,ENST00000314606.9,FARSA,-
chr19,ENSG00000179218.15,ENST00000316448.10,CALR,+
chr19,ENSG00000179262.10,ENST00000586534.6,RAD23A,+
chr19,ENSG00000179271.3,ENST00000316939.3,GADD45GIP1,-
chr19,ENSG00000179284.6,ENST00000317060.4,DAND5,+
chr19,ENSG00000008441.19,ENST00000592199.6,NFIX,+
chr19,ENSG00000104903.5,ENST00000264824.5,LYL1,-
chr19,ENSG00000104907.13,ENST00000357720.9,TRMT1,-
chr19,ENSG00000160877.7,ENST00000292431.5,NACC1,+
chr19,ENSG00000104915.15,ENST00000587230.6,STX10,-
chr19,ENSG00000160888.8,ENST00000292433.4,IER2,+
chr19,ENSG00000141837.23,ENST00000360228.11,CACNA1A,-
chr19,ENSG00000104957.14,ENST00000221554.13,YJU2B,+
chr19,ENSG00000037757.14,ENST00000040663.8,MRI1,+
chr19,ENSG00000104979.9,ENST00000588234.6,C19orf53,+
chr19,ENSG00000132003.10,ENST00000590508.6,ZSWIM4,+
chr19,ENSG00000187556.8,ENST00000339133.6,NANOS3,+
chr19,ENSG00000132016.12,ENST00000586783.6,BRME1,-
chr19,ENSG00000132024.18,ENST00000318003.11,CC2D1A,+
chr19,ENSG00000132000.14,ENST00000588872.3,PODNL1,-
chr19,ENSG00000132017.11,ENST00000254337.11,DCAF15,+
chr19,ENSG00000132005.9,ENST00000254325.9,RFX1,-
chr19,ENSG00000171136.7,ENST00000431365.3,RLN3,+
chr19,ENSG00000104998.4,ENST00000263379.4,IL27RA,+
chr19,ENSG00000187867.10,ENST00000669674.2,PALM3,-
chr19,ENSG00000141854.10,ENST00000587086.3,MISP3,+
chr19,ENSG00000188032.10,ENST00000548523.6,C19orf67,-
chr19,ENSG00000072062.16,ENST00000308677.9,PRKACA,-
chr19,ENSG00000289762.1,ENST00000699221.1,SMIM46,-
chr19,ENSG00000105011.9,ENST00000263382.8,ASF1B,-
chr19,ENSG00000072071.17,ENST00000361434.8,ADGRL1,-
chr19,ENSG00000123146.20,ENST00000242786.6,ADGRE5,+
chr19,ENSG00000123136.15,ENST00000242776.9,DDX39A,-
chr19,ENSG00000123143.13,ENST00000242783.11,PKN1,+
chr19,ENSG00000160951.4,ENST00000292513.4,PTGER1,-
chr19,ENSG00000123159.16,ENST00000393033.9,GIPC1,-
chr19,ENSG00000132002.10,ENST00000254322.3,DNAJB1,-
chr19,ENSG00000099797.15,ENST00000215567.10,TECR,+
chr19,ENSG00000099795.7,ENST00000215565.3,NDUFB7,-
chr19,ENSG00000187912.12,ENST00000417570.6,CLEC17A,+
chr19,ENSG00000131355.16,ENST00000253673.6,ADGRE3,-
chr19,ENSG00000160961.12,ENST00000292530.11,ZNF333,+
chr19,ENSG00000127507.18,ENST00000315576.8,ADGRE2,-
chr19,ENSG00000127530.4,ENST00000641666.2,OR7C1,-
chr19,ENSG00000188269.10,ENST00000322301.5,OR7A5,-
chr19,ENSG00000127515.3,ENST00000641129.1,OR7A10,-
chr19,ENSG00000185385.5,ENST00000641113.1,OR7A17,-
chr19,ENSG00000127529.7,ENST00000248072.3,OR7C2,+
chr19,ENSG00000105143.13,ENST00000594383.2,SLC1A6,-
chr19,ENSG00000160994.4,ENST00000292574.4,TEKTL1,+
chr19,ENSG00000105141.6,ENST00000427043.4,CASP14,+
chr19,ENSG00000094661.3,ENST00000641398.1,OR1I1,+
chr19,ENSG00000105137.13,ENST00000342784.7,SYDE1,+
chr19,ENSG00000105135.16,ENST00000263383.8,ILVBL,-
chr19,ENSG00000074181.9,ENST00000263388.7,NOTCH3,-
chr19,ENSG00000105131.8,ENST00000221730.8,EPHX3,-
chr19,ENSG00000141867.19,ENST00000679869.1,BRD4,-
chr19,ENSG00000105127.10,ENST00000269701.7,AKAP8,-
chr19,ENSG00000011243.19,ENST00000397410.10,AKAP8L,-
chr19,ENSG00000011451.21,ENST00000673675.1,WIZ,-
chr19,ENSG00000105122.13,ENST00000343625.12,RASAL3,-
chr19,ENSG00000161031.13,ENST00000340880.5,PGLYRP2,-
chr19,ENSG00000171954.13,ENST00000269703.8,CYP4F22,+
chr19,ENSG00000186526.13,ENST00000612078.5,CYP4F8,+
chr19,ENSG00000186529.16,ENST00000221307.13,CYP4F3,+
chr19,ENSG00000186204.15,ENST00000550308.6,CYP4F12,+
chr19,ENSG00000171942.5,ENST00000305899.5,OR10H2,+
chr19,ENSG00000171936.3,ENST00000641646.1,OR10H3,+
chr19,ENSG00000172519.10,ENST00000642092.2,OR10H5,+
chr19,ENSG00000186723.4,ENST00000641419.1,OR10H1,-
chr19,ENSG00000186115.13,ENST00000221700.11,CYP4F2,-
chr19,ENSG00000171903.17,ENST00000402119.9,CYP4F11,-
chr19,ENSG00000176231.2,ENST00000322107.1,OR10H4,+
chr19,ENSG00000167460.18,ENST00000643579.2,TPM4,+
chr19,ENSG00000167461.12,ENST00000300935.8,RAB8A,+
chr19,ENSG00000196684.12,ENST00000613986.4,HSH2D,+
chr19,ENSG00000141977.9,ENST00000269878.8,CIB3,-
chr19,ENSG00000105058.12,ENST00000263384.12,FAM32A,+
chr19,ENSG00000072958.9,ENST00000291439.8,AP1M1,+
chr19,ENSG00000127528.6,ENST00000248071.6,KLF2,+
chr19,ENSG00000127527.15,ENST00000455140.7,EPS15L1,-
chr19,ENSG00000269058.6,ENST00000269881.8,CALR3,-
chr19,ENSG00000105072.9,ENST00000221671.8,C19orf44,+
chr19,ENSG00000085872.15,ENST00000546361.7,CHERP,-
chr19,ENSG00000127526.15,ENST00000595753.6,SLC35E1,-
chr19,ENSG00000105085.11,ENST00000263390.8,MED26,-
chr19,ENSG00000214046.9,ENST00000487416.7,SMIM7,-
chr19,ENSG00000072954.7,ENST00000187762.7,TMEM38A,+
chr19,ENSG00000188039.17,ENST00000524140.7,NWD1,+
chr19,ENSG00000127511.10,ENST00000248054.10,SIN3B,+
chr19,ENSG00000127533.4,ENST00000248076.4,F2RL3,+
chr19,ENSG00000160111.15,ENST00000443236.7,CPAMD8,-
chr19,ENSG00000131351.15,ENST00000253669.10,HAUS8,-
chr19,ENSG00000099331.14,ENST00000682292.1,MYO9B,+
chr19,ENSG00000053501.15,ENST00000263897.10,USE1,+
chr19,ENSG00000099330.9,ENST00000215061.9,OCEL1,+
chr19,ENSG00000160113.6,ENST00000291442.4,NR2F6,-
chr19,ENSG00000130307.12,ENST00000252597.8,USHBP1,-
chr19,ENSG00000105393.16,ENST00000598188.6,BABAM1,+
chr19,ENSG00000160117.16,ENST00000404085.7,ANKLE1,+
chr19,ENSG00000127220.6,ENST00000247706.4,ABHD8,-
chr19,ENSG00000130312.7,ENST00000252602.2,MRPL34,+
chr19,ENSG00000130311.11,ENST00000359866.9,DDA1,+
chr19,ENSG00000074855.11,ENST00000159087.7,ANO8,-
chr19,ENSG00000130299.17,ENST00000324894.13,GTPBP3,+
chr19,ENSG00000130300.9,ENST00000252590.9,PLVAP,-
chr19,ENSG00000269720.3,ENST00000636079.2,CCDC194,-
chr19,ENSG00000130303.14,ENST00000252593.7,BST2,-
chr19,ENSG00000141971.14,ENST00000317040.12,MVB12A,+
chr19,ENSG00000188051.7,ENST00000341130.6,TMEM221,-
chr19,ENSG00000171773.3,ENST00000301944.3,NXNL1,-
chr19,ENSG00000130304.17,ENST00000252595.12,SLC27A1,+
chr19,ENSG00000130313.7,ENST00000252603.7,PGLS,+
chr19,ENSG00000167483.19,ENST00000599164.6,NIBAN3,+
chr19,ENSG00000130309.12,ENST00000252599.9,COLGALT1,+
chr19,ENSG00000130477.16,ENST00000519716.7,UNC13A,-
chr19,ENSG00000130479.11,ENST00000324096.9,MAP1S,+
chr19,ENSG00000130475.16,ENST00000596536.6,FCHO1,+
chr19,ENSG00000179913.11,ENST00000318683.7,B3GNT3,+
chr19,ENSG00000248099.4,ENST00000317306.8,INSL3,-
chr19,ENSG00000105639.21,ENST00000458235.7,JAK3,-
chr19,ENSG00000105640.13,ENST00000222247.10,RPL18A,+
chr19,ENSG00000105641.4,ENST00000222248.4,SLC5A5,+
chr19,ENSG00000007080.11,ENST00000445755.7,CCDC124,+
chr19,ENSG00000105642.16,ENST00000684775.1,KCNN1,+
chr19,ENSG00000105643.11,ENST00000222250.5,ARRDC2,+
chr19,ENSG00000096996.16,ENST00000593993.7,IL12RB1,-
chr19,ENSG00000099308.13,ENST00000687212.1,MAST3,+
chr19,ENSG00000216490.4,ENST00000407280.4,IFI30,+
chr19,ENSG00000254858.10,ENST00000599612.3,MPV17L2,+
chr19,ENSG00000105649.10,ENST00000222256.9,RAB3A,-
chr19,ENSG00000105650.23,ENST00000262805.17,PDE4C,-
chr19,ENSG00000285188.1,ENST00000355502.7,PDE4C,-
chr19,ENSG00000284797.2,ENST00000643046.2,CIST1,-
chr19,ENSG00000130518.18,ENST00000392413.5,IQCN,-
chr19,ENSG00000130522.6,ENST00000252818.5,JUND,-
chr19,ENSG00000130520.11,ENST00000593829.6,LSM4,-
chr19,ENSG00000130517.14,ENST00000269919.11,PGPEP1,+
chr19,ENSG00000130513.7,ENST00000252809.3,GDF15,+
chr19,ENSG00000175489.10,ENST00000339007.4,LRRC25,-
chr19,ENSG00000130511.16,ENST00000270061.12,SSBP4,+
chr19,ENSG00000105655.19,ENST00000338128.13,ISYNA1,-
chr19,ENSG00000105656.13,ENST00000262809.9,ELL,-
chr19,ENSG00000105701.16,ENST00000608443.6,FKBP8,-
chr19,ENSG00000105700.11,ENST00000222307.9,KXD1,+
chr19,ENSG00000221983.8,ENST00000442744.7,UBA52,+
chr19,ENSG00000006015.18,ENST00000358607.11,REX1BD,+
chr19,ENSG00000006016.12,ENST00000392386.8,CRLF1,-
chr19,ENSG00000105696.9,ENST00000262817.8,TMEM59L,+
chr19,ENSG00000167487.12,ENST00000300976.9,KLHL26,+
chr19,ENSG00000105662.16,ENST00000321949.13,CRTC1,+
chr19,ENSG00000105664.11,ENST00000222271.7,COMP,-
chr19,ENSG00000005007.14,ENST00000262803.10,UPF1,+
chr19,ENSG00000130283.9,ENST00000247005.8,GDF1,-
chr19,ENSG00000223802.9,ENST00000623882.4,CERS1,-
chr19,ENSG00000105669.14,ENST00000262812.9,COPE,-
chr19,ENSG00000105671.12,ENST00000247003.9,DDX49,+
chr19,ENSG00000051128.19,ENST00000392351.8,HOMER3,-
chr19,ENSG00000064607.17,ENST00000452918.7,SUGP2,-
chr19,ENSG00000105676.14,ENST00000535612.6,ARMC6,+
chr19,ENSG00000181035.14,ENST00000318596.8,SLC25A42,+
chr19,ENSG00000064545.15,ENST00000162044.14,TMEM161A,-
chr19,ENSG00000213999.17,ENST00000424583.7,MEF2B,-
chr19,ENSG00000064490.14,ENST00000303088.9,RFXANK,+
chr19,ENSG00000184162.15,ENST00000331552.12,NR2C2AP,-
chr19,ENSG00000130287.14,ENST00000252575.11,NCAN,+
chr19,ENSG00000187664.9,ENST00000291481.8,HAPLN4,-
chr19,ENSG00000213996.13,ENST00000389363.5,TM6SF2,-
chr19,ENSG00000105705.16,ENST00000247001.10,SUGP1,-
chr19,ENSG00000129933.21,ENST00000262815.13,MAU2,+
chr19,ENSG00000167491.18,ENST00000683918.1,GATAD2A,+
chr19,ENSG00000178093.14,ENST00000585580.4,TSSK6,-
chr19,ENSG00000186010.19,ENST00000507754.9,NDUFA13,+
chr19,ENSG00000250067.12,ENST00000514277.6,YJEFN3,+
chr19,ENSG00000160161.9,ENST00000291495.5,CILP2,+
chr19,ENSG00000105717.14,ENST00000251203.14,PBX4,-
chr19,ENSG00000064547.14,ENST00000407877.8,LPAR2,-
chr19,ENSG00000089639.11,ENST00000203556.9,GMIP,-
chr19,ENSG00000105726.17,ENST00000357324.11,ATP13A1,-
chr19,ENSG00000181896.12,ENST00000592502.2,ZNF101,+
chr19,ENSG00000105708.9,ENST00000344099.4,ZNF14,-
chr19,ENSG00000081665.15,ENST00000540806.7,ZNF506,-
chr19,ENSG00000256771.5,ENST00000589717.2,ZNF253,+
chr19,ENSG00000184635.17,ENST00000343769.6,ZNF93,+
chr19,ENSG00000197124.12,ENST00000397165.7,ZNF682,-
chr19,ENSG00000213988.11,ENST00000418063.3,ZNF90,+
chr19,ENSG00000256229.8,ENST00000335117.9,ZNF486,+
chr19,ENSG00000237440.9,ENST00000427401.9,ZNF737,-
chr19,ENSG00000188171.17,ENST00000601440.6,ZNF626,-
chr19,ENSG00000160229.13,ENST00000344519.10,ZNF66,+
chr19,ENSG00000105750.15,ENST00000328178.13,ZNF85,+
chr19,ENSG00000118620.13,ENST00000261560.10,ZNF430,+
chr19,ENSG00000160352.16,ENST00000456283.7,ZNF714,+
chr19,ENSG00000196705.8,ENST00000311048.11,ZNF431,+
chr19,ENSG00000182141.11,ENST00000356929.3,ZNF708,-
chr19,ENSG00000172687.14,ENST00000683779.1,ZNF738,+
chr19,ENSG00000196268.12,ENST00000392288.7,ZNF493,+
chr19,ENSG00000197013.11,ENST00000358491.9,ZNF429,+
chr19,ENSG00000197020.12,ENST00000358296.11,ZNF100,-
chr19,ENSG00000198521.12,ENST00000354959.9,ZNF43,-
chr19,ENSG00000160321.16,ENST00000397126.9,ZNF208,-
chr19,ENSG00000197134.13,ENST00000594947.6,ZNF257,+
chr19,ENSG00000196109.9,ENST00000397121.3,ZNF676,-
chr19,ENSG00000196350.9,ENST00000601693.2,ZNF729,+
chr19,ENSG00000197360.9,ENST00000357774.9,ZNF98,-
chr19,ENSG00000229676.3,ENST00000456783.3,ZNF492,+
chr19,ENSG00000213973.10,ENST00000596209.4,ZNF99,-
chr19,ENSG00000268696.3,ENST00000600766.3,ZNF723,+
chr19,ENSG00000269067.2,ENST00000594710.2,ZNF728,-
chr19,ENSG00000183850.14,ENST00000597761.7,ZNF730,+
chr19,ENSG00000196081.10,ENST00000418100.6,ZNF724,-
chr19,ENSG00000167232.14,ENST00000300619.12,ZNF91,-
chr19,ENSG00000197372.10,ENST00000359788.9,ZNF675,-
chr19,ENSG00000196172.9,ENST00000402377.3,ZNF681,-
chr19,ENSG00000288920.1,ENST00000484897.4,RPSA2,+
chr19,ENSG00000213967.12,ENST00000594466.6,ZNF726,+
chr19,ENSG00000213096.11,ENST00000357002.5,ZNF254,+
chr19,ENSG00000169021.6,ENST00000304863.6,UQCRFS1,-
chr19,ENSG00000187135.8,ENST00000335523.8,VSTM2B,+
chr19,ENSG00000105171.10,ENST00000585603.6,POP4,+
chr19,ENSG00000166289.6,ENST00000436066.4,PLEKHF1,+
chr19,ENSG00000131943.20,ENST00000323670.14,C19orf12,-
chr19,ENSG00000105173.14,ENST00000262643.8,CCNE1,+
chr19,ENSG00000105176.18,ENST00000392271.6,URI1,+
chr19,ENSG00000198597.10,ENST00000355537.4,ZNF536,+
chr19,ENSG00000121297.8,ENST00000240587.5,TSHZ3,-
chr19,ENSG00000168813.17,ENST00000355898.6,ZNF507,+
chr19,ENSG00000178904.19,ENST00000392250.7,DPY19L3,+
chr19,ENSG00000105185.12,ENST00000590247.7,PDCD5,+
chr19,ENSG00000105186.16,ENST00000306065.9,ANKRD27,-
chr19,ENSG00000186326.4,ENST00000334176.4,RGS9BP,+
chr19,ENSG00000213965.4,ENST00000397061.4,NUDT19,+
chr19,ENSG00000173809.18,ENST00000639142.2,TDRD12,+
chr19,ENSG00000021488.13,ENST00000023064.9,SLC7A9,-
chr19,ENSG00000121289.18,ENST00000305768.10,CEP89,-
chr19,ENSG00000131944.11,ENST00000588258.6,FAAP24,+
chr19,ENSG00000131941.8,ENST00000254260.8,RHPN2,-
chr19,ENSG00000076650.7,ENST00000170564.7,GPATCH1,+
chr19,ENSG00000166359.11,ENST00000355868.4,WDR88,+
chr19,ENSG00000130881.14,ENST00000253193.9,LRP3,+
chr19,ENSG00000130876.11,ENST00000253188.8,SLC7A10,-
chr19,ENSG00000245848.3,ENST00000498907.3,CEBPA,-
chr19,ENSG00000153879.9,ENST00000284000.9,CEBPG,+
chr19,ENSG00000124299.16,ENST00000244137.12,PEPD,-
chr19,ENSG00000124302.13,ENST00000650847.1,CHST8,+
chr19,ENSG00000153885.15,ENST00000683859.1,KCTD15,+
chr19,ENSG00000257103.9,ENST00000544216.8,LSM14A,+
chr19,ENSG00000166398.14,ENST00000299505.8,GARRE1,+
chr19,ENSG00000105220.17,ENST00000356487.11,GPI,+
chr19,ENSG00000126249.8,ENST00000246535.4,PDCD2L,+
chr19,ENSG00000126261.13,ENST00000246548.9,UBA2,+
chr19,ENSG00000142279.13,ENST00000590071.7,WTIP,+
chr19,ENSG00000205209.8,ENST00000601241.6,SCGB2B2,-
chr19,ENSG00000089335.22,ENST00000505242.6,ZNF302,+
chr19,ENSG00000197841.15,ENST00000492450.3,ZNF181,+
chr19,ENSG00000153896.19,ENST00000329285.13,ZNF599,-
chr19,ENSG00000168661.15,ENST00000601142.2,ZNF30,+
chr19,ENSG00000180884.10,ENST00000404801.2,ZNF792,-
chr19,ENSG00000089351.15,ENST00000317991.10,GRAMD1A,+
chr19,ENSG00000105711.14,ENST00000262631.11,SCN1B,+
chr19,ENSG00000105707.15,ENST00000672452.2,HPN,+
chr19,ENSG00000285526.1,ENST00000648240.1,ENSG00000285526,+
chr19,ENSG00000153902.14,ENST00000310123.8,LGI4,-
chr19,ENSG00000266964.6,ENST00000351325.9,FXYD1,+
chr19,ENSG00000221946.8,ENST00000270310.7,FXYD7,+
chr19,ENSG00000089327.16,ENST00000392219.7,FXYD5,+
chr19,ENSG00000177558.4,ENST00000324675.4,FAM187B,-
chr19,ENSG00000105699.17,ENST00000605618.6,LSR,+
chr19,ENSG00000105698.16,ENST00000222305.8,USF2,+
chr19,ENSG00000105697.9,ENST00000222304.5,HAMP,+
chr19,ENSG00000105695.15,ENST00000392213.8,MAG,+
chr19,ENSG00000012124.17,ENST00000085219.10,CD22,+
chr19,ENSG00000126266.4,ENST00000246553.4,FFAR1,+
chr19,ENSG00000185897.7,ENST00000327809.5,FFAR3,+
chr19,ENSG00000126251.7,ENST00000454971.3,GPR42,+
chr19,ENSG00000126262.5,ENST00000599180.3,FFAR2,+
chr19,ENSG00000188508.11,ENST00000338897.4,KRTDAP,-
chr19,ENSG00000161249.21,ENST00000339686.8,DMKN,-
chr19,ENSG00000189001.11,ENST00000452271.7,SBSN,-
chr19,ENSG00000105679.9,ENST00000222286.9,GAPDHS,+
chr19,ENSG00000105677.12,ENST00000222284.10,TMEM147,+
chr19,ENSG00000105675.9,ENST00000262623.4,ATP4A,-
chr19,ENSG00000283758.2,ENST00000640449.2,PMIS2,+
chr19,ENSG00000249115.9,ENST00000203166.10,HAUS5,+
chr19,ENSG00000126254.12,ENST00000262633.9,RBM42,+
chr19,ENSG00000105672.15,ENST00000402764.6,ETV2,+
chr19,ENSG00000126267.11,ENST00000649813.2,COX6B1,+
chr19,ENSG00000105668.8,ENST00000222275.3,UPK1A,+
chr19,ENSG00000011590.14,ENST00000392197.7,ZBTB32,+
chr19,ENSG00000272333.8,ENST00000420124.4,KMT2B,+
chr19,ENSG00000126246.10,ENST00000246532.6,IGFLR1,-
chr19,ENSG00000161265.15,ENST00000378975.8,U2AF1L4,-
chr19,ENSG00000205155.8,ENST00000587708.7,PSENEN,+
chr19,ENSG00000267796.8,ENST00000301159.14,LIN37,+
chr19,ENSG00000004776.13,ENST00000004982.6,HSPB6,-
chr19,ENSG00000167595.16,ENST00000646935.2,PROSER3,+
chr19,ENSG00000004777.19,ENST00000007510.9,ARHGAP33,+
chr19,ENSG00000250799.11,ENST00000653904.2,PRODH2,-
chr19,ENSG00000161270.20,ENST00000378910.10,NPHS1,-
chr19,ENSG00000126259.20,ENST00000360202.10,KIRREL2,+
chr19,ENSG00000105290.14,ENST00000221891.9,APLP1,+
chr19,ENSG00000167604.16,ENST00000641389.3,NFKBID,-
chr19,ENSG00000126264.10,ENST00000246551.9,HCST,+
chr19,ENSG00000011600.12,ENST00000262629.9,TYROBP,-
chr19,ENSG00000126243.9,ENST00000246529.4,LRFN3,+
chr19,ENSG00000205138.4,ENST00000378887.4,SDHAF1,+
chr19,ENSG00000181392.17,ENST00000324444.9,SYNE4,-
chr19,ENSG00000239382.11,ENST00000378875.8,ALKBH6,-
chr19,ENSG00000105270.15,ENST00000360535.9,CLIP3,-
chr19,ENSG00000161277.11,ENST00000292894.2,THAP8,-
chr19,ENSG00000075702.19,ENST00000401500.7,WDR62,+
chr19,ENSG00000105261.8,ENST00000633214.2,OVOL3,+
chr19,ENSG00000105258.9,ENST00000221859.9,POLR2I,-
chr19,ENSG00000105254.12,ENST00000221855.8,TBCB,+
chr19,ENSG00000126247.11,ENST00000246533.8,CAPNS1,+
chr19,ENSG00000161281.11,ENST00000292907.8,COX7A1,-
chr19,ENSG00000196357.12,ENST00000304116.10,ZNF565,-
chr19,ENSG00000167635.12,ENST00000443387.3,ZNF146,+
chr19,ENSG00000142065.14,ENST00000270001.12,ZFP14,-
chr19,ENSG00000181007.9,ENST00000392161.4,ZFP82,-
chr19,ENSG00000186017.16,ENST00000452939.7,ZNF566,-
chr19,ENSG00000254004.7,ENST00000523638.6,ZNF260,-
chr19,ENSG00000186020.13,ENST00000591340.6,ZNF529,-
chr19,ENSG00000161298.19,ENST00000292928.7,ZNF382,+
chr19,ENSG00000197808.14,ENST00000588268.6,ZNF461,-
chr19,ENSG00000189042.14,ENST00000682579.1,ZNF567,+
chr19,ENSG00000267041.6,ENST00000591344.2,ZNF850,-
chr19,ENSG00000197863.9,ENST00000356725.9,ZNF790,-
chr19,ENSG00000251247.13,ENST00000420450.6,ZNF345,+
chr19,ENSG00000185869.15,ENST00000391711.8,ZNF829,-
chr19,ENSG00000198453.15,ENST00000333987.12,ZNF568,+
chr19,ENSG00000291239.1,ENST00000706165.1,ENSG00000291239,+
chr19,ENSG00000197050.11,ENST00000337995.4,ZNF420,+
chr19,ENSG00000196967.11,ENST00000292841.10,ZNF585A,-
chr19,ENSG00000245680.11,ENST00000532828.7,ZNF585B,-
chr19,ENSG00000188283.12,ENST00000684119.1,ZNF383,+
chr19,ENSG00000181666.19,ENST00000392153.8,ZNF875,+
chr19,ENSG00000189164.15,ENST00000436120.7,ZNF527,+
chr19,ENSG00000196437.12,ENST00000316950.11,ZNF569,-
chr19,ENSG00000171827.11,ENST00000330173.6,ZNF570,+
chr19,ENSG00000188227.14,ENST00000627814.3,ZNF793,+
chr19,ENSG00000180479.15,ENST00000451802.7,ZNF571,-
chr19,ENSG00000171817.17,ENST00000316433.9,ZNF540,+
chr19,ENSG00000120784.17,ENST00000684514.1,ZFP30,-
chr19,ENSG00000198182.13,ENST00000355202.9,ZNF607,-
chr19,ENSG00000189144.15,ENST00000536220.7,ZNF573,-
chr19,ENSG00000171804.11,ENST00000447313.7,WDR87,-
chr19,ENSG00000105738.11,ENST00000222345.11,SIPA1L3,+
chr19,ENSG00000011332.22,ENST00000355526.10,DPF1,-
chr19,ENSG00000167641.11,ENST00000301242.9,PPP1R14A,-
chr19,ENSG00000167642.13,ENST00000301244.12,SPINT2,+
chr19,ENSG00000167644.12,ENST00000301246.10,C19orf33,+
chr19,ENSG00000167645.17,ENST00000339413.11,YIF1B,-
chr19,ENSG00000099337.5,ENST00000263372.5,KCNK6,+
chr19,ENSG00000099338.23,ENST00000409235.8,CATSPERG,+
chr19,ENSG00000099341.13,ENST00000215071.9,PSMD8,+
chr19,ENSG00000179168.15,ENST00000334928.11,GGN,-
chr19,ENSG00000188766.13,ENST00000691638.1,SPRED3,+
chr19,ENSG00000130244.13,ENST00000252530.10,FAM98C,+
